review_text,date,category,rating,helpful_votes
This product exceeded my expectations!,2023-10-23,Toys,5,12
Not worth the money. Very disappointed.,2024-06-28,Books,4,19
Excellent value for money.,2023-10-03,Books,4,3
"Great quality, will buy again.",2023-10-23,Sports,1,7
The worst product I have ever bought.,2024-01-25,Clothing,1,16
Excellent value for money.,2024-03-26,Health & Beauty,1,0
This product exceeded my expectations!,2024-02-20,Clothing,4,8
The worst product I have ever bought.,2024-06-15,Health & Beauty,5,17
Will definitely buy from this seller again.,2024-03-20,Books,4,17
I am very happy with this purchase.,2024-02-18,Books,2,15
Will definitely buy from this seller again.,2024-08-10,Toys,3,20
I am very happy with this purchase.,2024-05-24,Sports,5,18
Will definitely buy from this seller again.,2023-10-07,Office Supplies,3,11
The item arrived late and was damaged.,2023-11-24,Electronics,3,18
The worst product I have ever bought.,2023-09-30,Electronics,1,7
"Great quality, will buy again.",2023-09-05,Automotive,4,6
Will definitely buy from this seller again.,2024-06-01,Home & Garden,3,4
The worst product I have ever bought.,2024-02-14,Clothing,1,6
Excellent value for money.,2024-01-04,Automotive,5,6
Will definitely buy from this seller again.,2024-05-03,Home & Garden,4,17
I am very happy with this purchase.,2024-07-31,Clothing,3,13
The worst product I have ever bought.,2024-02-29,Toys,5,3
Not worth the money. Very disappointed.,2023-12-07,Office Supplies,3,11
Fantastic! Highly recommend.,2023-12-07,Automotive,4,19
Fantastic! Highly recommend.,2023-11-29,Electronics,5,2
This product exceeded my expectations!,2023-09-26,Health & Beauty,3,20
I am very happy with this purchase.,2024-01-11,Office Supplies,1,17
Excellent value for money.,2023-10-20,Electronics,5,6
Not worth the money. Very disappointed.,2024-04-17,Electronics,4,2
Fantastic! Highly recommend.,2024-06-01,Office Supplies,4,17
Not worth the money. Very disappointed.,2023-10-19,Sports,3,15
Fantastic! Highly recommend.,2023-12-12,Automotive,4,9
I am very happy with this purchase.,2023-10-07,Toys,1,15
Not worth the money. Very disappointed.,2024-05-09,Electronics,5,7
This product exceeded my expectations!,2023-10-24,Sports,5,5
"Great quality, will buy again.",2023-10-28,Books,3,11
"Great quality, will buy again.",2024-07-07,Toys,1,8
"Great quality, will buy again.",2024-04-05,Automotive,5,10
Excellent value for money.,2024-07-12,Home & Garden,5,5
The worst product I have ever bought.,2023-10-12,Electronics,1,17
Fantastic! Highly recommend.,2024-02-10,Clothing,4,2
The worst product I have ever bought.,2024-04-16,Toys,3,13
Excellent value for money.,2023-08-24,Automotive,2,3
The item arrived late and was damaged.,2024-01-12,Home & Garden,2,7
Not worth the money. Very disappointed.,2023-10-26,Books,5,8
Terrible customer service.,2023-11-22,Electronics,5,16
Excellent value for money.,2024-01-08,Clothing,4,14
"Great quality, will buy again.",2023-09-12,Home & Garden,2,15
This product exceeded my expectations!,2023-10-19,Health & Beauty,1,16
The worst product I have ever bought.,2024-03-24,Home & Garden,3,19
I am very happy with this purchase.,2023-09-26,Automotive,2,13
I am very happy with this purchase.,2024-04-02,Office Supplies,4,12
Will definitely buy from this seller again.,2024-02-08,Office Supplies,4,9
This product exceeded my expectations!,2023-12-19,Clothing,4,3
Excellent value for money.,2023-08-27,Health & Beauty,3,13
Excellent value for money.,2023-11-23,Health & Beauty,4,5
Not worth the money. Very disappointed.,2024-06-15,Health & Beauty,3,18
The item arrived late and was damaged.,2023-10-15,Clothing,1,10
Excellent value for money.,2024-02-25,Home & Garden,3,6
The worst product I have ever bought.,2024-02-03,Office Supplies,3,8
The worst product I have ever bought.,2023-12-05,Automotive,3,3
The worst product I have ever bought.,2023-11-26,Toys,1,0
This product exceeded my expectations!,2024-07-31,Automotive,1,3
Fantastic! Highly recommend.,2023-08-20,Clothing,3,16
Will definitely buy from this seller again.,2023-08-18,Sports,4,11
Not worth the money. Very disappointed.,2024-07-08,Health & Beauty,1,12
Fantastic! Highly recommend.,2024-07-04,Electronics,2,15
The item arrived late and was damaged.,2024-06-05,Automotive,4,2
Not worth the money. Very disappointed.,2023-09-28,Electronics,5,8
I am very happy with this purchase.,2023-11-05,Books,1,14
This product exceeded my expectations!,2024-07-29,Books,5,1
The worst product I have ever bought.,2023-12-19,Home & Garden,4,2
The item arrived late and was damaged.,2023-10-23,Office Supplies,3,10
The worst product I have ever bought.,2024-04-01,Automotive,3,5
"Great quality, will buy again.",2023-12-30,Automotive,2,4
Excellent value for money.,2023-10-26,Office Supplies,4,5
The item arrived late and was damaged.,2023-09-25,Clothing,1,19
"Great quality, will buy again.",2024-07-26,Toys,5,1
I am very happy with this purchase.,2024-03-25,Sports,2,3
This product exceeded my expectations!,2024-04-01,Office Supplies,2,11
The item arrived late and was damaged.,2023-10-14,Health & Beauty,4,18
I am very happy with this purchase.,2024-05-24,Home & Garden,2,2
The worst product I have ever bought.,2024-01-06,Electronics,2,2
Excellent value for money.,2023-11-28,Automotive,3,10
Not worth the money. Very disappointed.,2024-08-14,Books,4,19
Terrible customer service.,2024-08-03,Office Supplies,5,4
Not worth the money. Very disappointed.,2024-07-27,Books,4,7
Not worth the money. Very disappointed.,2024-05-30,Electronics,3,7
This product exceeded my expectations!,2023-12-25,Toys,5,5
This product exceeded my expectations!,2024-07-25,Sports,3,1
Terrible customer service.,2024-05-22,Toys,1,9
"Great quality, will buy again.",2024-03-30,Health & Beauty,4,16
Not worth the money. Very disappointed.,2023-11-20,Home & Garden,1,18
Not worth the money. Very disappointed.,2024-01-07,Automotive,5,6
The worst product I have ever bought.,2024-05-03,Health & Beauty,1,0
Will definitely buy from this seller again.,2024-03-17,Clothing,4,7
Fantastic! Highly recommend.,2024-05-27,Electronics,5,18
"Great quality, will buy again.",2024-05-14,Sports,2,8
The worst product I have ever bought.,2024-07-02,Home & Garden,5,4
The worst product I have ever bought.,2023-10-25,Health & Beauty,2,10
I am very happy with this purchase.,2024-06-12,Office Supplies,1,14
Will definitely buy from this seller again.,2023-12-21,Books,3,2
Terrible customer service.,2024-08-07,Home & Garden,3,14
Fantastic! Highly recommend.,2023-12-25,Toys,4,16
This product exceeded my expectations!,2024-06-14,Clothing,4,19
Will definitely buy from this seller again.,2024-02-21,Books,4,5
The item arrived late and was damaged.,2023-11-16,Clothing,2,17
This product exceeded my expectations!,2024-01-24,Books,1,15
The worst product I have ever bought.,2023-12-18,Books,5,1
"Great quality, will buy again.",2024-02-20,Books,2,3
Fantastic! Highly recommend.,2023-10-31,Toys,2,2
"Great quality, will buy again.",2024-08-09,Books,2,17
The worst product I have ever bought.,2024-02-09,Clothing,4,1
Terrible customer service.,2024-06-02,Home & Garden,1,12
Not worth the money. Very disappointed.,2024-04-07,Books,5,9
The item arrived late and was damaged.,2023-11-02,Electronics,3,7
Will definitely buy from this seller again.,2023-10-02,Electronics,3,5
Terrible customer service.,2023-12-12,Sports,5,15
Terrible customer service.,2024-01-01,Clothing,5,5
Will definitely buy from this seller again.,2023-10-26,Electronics,1,10
I am very happy with this purchase.,2024-08-07,Home & Garden,1,5
This product exceeded my expectations!,2024-07-27,Automotive,2,18
This product exceeded my expectations!,2024-08-08,Electronics,1,17
I am very happy with this purchase.,2023-11-03,Sports,5,20
Fantastic! Highly recommend.,2023-09-06,Office Supplies,1,10
The worst product I have ever bought.,2024-04-04,Books,3,14
This product exceeded my expectations!,2024-01-17,Electronics,1,7
Fantastic! Highly recommend.,2024-03-30,Clothing,2,9
"Great quality, will buy again.",2024-02-16,Automotive,2,11
Will definitely buy from this seller again.,2024-07-03,Clothing,2,6
Excellent value for money.,2024-02-11,Clothing,4,9
Excellent value for money.,2024-03-06,Electronics,5,2
Fantastic! Highly recommend.,2024-07-31,Clothing,3,9
I am very happy with this purchase.,2024-02-21,Automotive,5,18
Not worth the money. Very disappointed.,2023-12-14,Office Supplies,2,5
This product exceeded my expectations!,2023-09-18,Automotive,5,20
Terrible customer service.,2024-06-28,Toys,2,6
I am very happy with this purchase.,2024-02-24,Toys,3,10
This product exceeded my expectations!,2024-03-02,Health & Beauty,5,5
I am very happy with this purchase.,2024-02-04,Automotive,2,6
Not worth the money. Very disappointed.,2024-05-17,Books,4,13
"Great quality, will buy again.",2024-07-21,Clothing,5,1
Fantastic! Highly recommend.,2024-03-29,Toys,5,10
Will definitely buy from this seller again.,2024-01-11,Health & Beauty,1,4
Excellent value for money.,2024-05-24,Sports,2,20
"Great quality, will buy again.",2024-06-23,Books,5,12
The worst product I have ever bought.,2024-05-10,Books,3,6
This product exceeded my expectations!,2024-02-23,Books,3,17
I am very happy with this purchase.,2024-03-28,Office Supplies,5,18
I am very happy with this purchase.,2023-10-05,Books,5,11
The item arrived late and was damaged.,2023-09-15,Automotive,5,11
This product exceeded my expectations!,2024-05-25,Electronics,2,12
This product exceeded my expectations!,2023-10-10,Automotive,4,16
The item arrived late and was damaged.,2024-05-02,Clothing,5,0
The worst product I have ever bought.,2024-05-09,Sports,2,3
This product exceeded my expectations!,2023-10-21,Sports,5,11
This product exceeded my expectations!,2024-05-29,Electronics,2,10
Excellent value for money.,2024-02-05,Electronics,4,5
This product exceeded my expectations!,2024-06-19,Books,5,18
Will definitely buy from this seller again.,2024-06-20,Home & Garden,4,10
The worst product I have ever bought.,2024-08-04,Toys,2,1
Fantastic! Highly recommend.,2023-11-24,Books,4,16
Not worth the money. Very disappointed.,2023-11-25,Home & Garden,1,19
Fantastic! Highly recommend.,2023-10-05,Toys,4,13
Fantastic! Highly recommend.,2023-10-12,Books,4,14
The item arrived late and was damaged.,2023-11-22,Health & Beauty,1,4
"Great quality, will buy again.",2024-01-19,Health & Beauty,3,0
I am very happy with this purchase.,2024-05-24,Electronics,1,18
Excellent value for money.,2023-11-01,Clothing,5,19
This product exceeded my expectations!,2024-03-19,Electronics,3,2
Fantastic! Highly recommend.,2024-01-27,Office Supplies,2,14
Not worth the money. Very disappointed.,2024-07-21,Home & Garden,3,0
Excellent value for money.,2023-10-31,Books,5,19
Will definitely buy from this seller again.,2024-01-01,Sports,3,7
The item arrived late and was damaged.,2024-02-07,Sports,3,18
Will definitely buy from this seller again.,2023-10-01,Office Supplies,5,11
Terrible customer service.,2024-02-08,Electronics,3,8
I am very happy with this purchase.,2023-11-30,Automotive,4,16
Excellent value for money.,2023-10-01,Home & Garden,5,1
Excellent value for money.,2024-05-10,Automotive,2,6
The item arrived late and was damaged.,2023-09-22,Health & Beauty,2,15
This product exceeded my expectations!,2023-10-14,Electronics,1,17
I am very happy with this purchase.,2023-08-31,Electronics,3,7
Fantastic! Highly recommend.,2024-07-13,Office Supplies,1,14
This product exceeded my expectations!,2024-03-30,Home & Garden,1,18
Not worth the money. Very disappointed.,2023-10-22,Toys,3,8
Terrible customer service.,2023-10-14,Clothing,1,18
Will definitely buy from this seller again.,2024-01-24,Toys,4,10
"Great quality, will buy again.",2024-01-20,Office Supplies,3,8
I am very happy with this purchase.,2024-07-01,Home & Garden,3,18
Terrible customer service.,2024-03-13,Home & Garden,2,9
Fantastic! Highly recommend.,2023-11-10,Sports,1,4
Will definitely buy from this seller again.,2023-10-01,Automotive,1,8
"Great quality, will buy again.",2024-07-02,Home & Garden,5,3
I am very happy with this purchase.,2024-07-30,Sports,5,15
Will definitely buy from this seller again.,2024-05-19,Books,5,8
Terrible customer service.,2024-08-13,Electronics,2,7
"Great quality, will buy again.",2024-03-18,Toys,4,14
Will definitely buy from this seller again.,2023-12-26,Office Supplies,3,12
I am very happy with this purchase.,2024-01-22,Health & Beauty,3,7
Excellent value for money.,2024-02-03,Books,2,2
Will definitely buy from this seller again.,2024-04-20,Health & Beauty,2,15
This product exceeded my expectations!,2023-09-10,Sports,5,9
The worst product I have ever bought.,2024-04-24,Home & Garden,4,14
"Great quality, will buy again.",2023-09-13,Health & Beauty,5,15
The worst product I have ever bought.,2024-08-03,Health & Beauty,3,0
"Great quality, will buy again.",2024-03-25,Books,3,6
The worst product I have ever bought.,2024-02-10,Automotive,4,10
Terrible customer service.,2024-02-14,Automotive,2,13
The item arrived late and was damaged.,2024-07-16,Automotive,4,12
This product exceeded my expectations!,2023-11-04,Electronics,3,0
Will definitely buy from this seller again.,2023-10-14,Clothing,1,12
"Great quality, will buy again.",2024-06-19,Electronics,5,1
The worst product I have ever bought.,2024-05-31,Health & Beauty,1,3
I am very happy with this purchase.,2024-06-06,Clothing,3,0
"Great quality, will buy again.",2023-12-06,Clothing,4,17
The worst product I have ever bought.,2023-09-10,Toys,1,1
The item arrived late and was damaged.,2023-10-16,Clothing,5,19
Not worth the money. Very disappointed.,2024-06-19,Clothing,1,3
Will definitely buy from this seller again.,2023-11-20,Health & Beauty,5,13
Excellent value for money.,2024-01-01,Books,1,8
The item arrived late and was damaged.,2024-01-13,Health & Beauty,2,2
This product exceeded my expectations!,2024-03-16,Clothing,4,6
This product exceeded my expectations!,2024-03-13,Office Supplies,4,6
"Great quality, will buy again.",2023-09-30,Health & Beauty,4,14
Excellent value for money.,2024-03-01,Office Supplies,2,5
This product exceeded my expectations!,2024-01-26,Office Supplies,5,11
The worst product I have ever bought.,2023-08-21,Automotive,4,12
"Great quality, will buy again.",2024-04-18,Automotive,1,19
Terrible customer service.,2023-11-20,Sports,1,16
I am very happy with this purchase.,2024-07-24,Home & Garden,2,18
This product exceeded my expectations!,2023-08-27,Sports,4,11
Excellent value for money.,2023-10-19,Office Supplies,2,3
The worst product I have ever bought.,2024-04-27,Home & Garden,1,4
Terrible customer service.,2024-06-04,Automotive,2,18
Fantastic! Highly recommend.,2024-01-07,Home & Garden,2,13
Terrible customer service.,2024-02-19,Books,2,9
The item arrived late and was damaged.,2024-05-22,Health & Beauty,3,18
Terrible customer service.,2024-03-30,Sports,1,9
The worst product I have ever bought.,2024-05-16,Sports,4,5
The item arrived late and was damaged.,2024-04-30,Automotive,3,0
Excellent value for money.,2023-09-22,Toys,5,12
Not worth the money. Very disappointed.,2023-09-04,Office Supplies,2,16
Excellent value for money.,2023-10-24,Office Supplies,1,11
I am very happy with this purchase.,2024-01-04,Clothing,5,1
Terrible customer service.,2024-03-30,Books,5,9
Terrible customer service.,2024-01-25,Automotive,5,4
Excellent value for money.,2023-09-21,Home & Garden,2,10
Excellent value for money.,2023-10-08,Home & Garden,2,6
Will definitely buy from this seller again.,2024-08-04,Books,3,6
The item arrived late and was damaged.,2023-12-03,Automotive,1,14
Fantastic! Highly recommend.,2024-06-30,Electronics,4,0
Excellent value for money.,2023-08-30,Electronics,4,11
Terrible customer service.,2024-06-01,Electronics,4,11
The worst product I have ever bought.,2024-05-07,Toys,1,0
I am very happy with this purchase.,2024-05-09,Toys,3,4
I am very happy with this purchase.,2023-10-22,Sports,4,5
Will definitely buy from this seller again.,2023-08-19,Automotive,3,2
Terrible customer service.,2024-05-10,Clothing,3,11
Not worth the money. Very disappointed.,2024-03-20,Office Supplies,1,14
The worst product I have ever bought.,2024-04-21,Electronics,1,16
Fantastic! Highly recommend.,2024-02-25,Office Supplies,1,8
Will definitely buy from this seller again.,2024-02-18,Toys,5,3
The worst product I have ever bought.,2023-09-04,Automotive,2,11
"Great quality, will buy again.",2024-07-31,Health & Beauty,3,4
Terrible customer service.,2023-10-20,Electronics,4,4
Terrible customer service.,2024-05-24,Sports,1,20
Not worth the money. Very disappointed.,2024-06-09,Automotive,5,8
I am very happy with this purchase.,2023-11-02,Books,5,14
The worst product I have ever bought.,2024-01-13,Health & Beauty,3,3
"Great quality, will buy again.",2023-09-17,Books,3,14
Terrible customer service.,2024-04-29,Electronics,1,5
Not worth the money. Very disappointed.,2024-05-28,Books,1,20
"Great quality, will buy again.",2024-03-13,Home & Garden,5,19
The item arrived late and was damaged.,2024-04-14,Sports,1,18
I am very happy with this purchase.,2023-08-29,Sports,3,15
Fantastic! Highly recommend.,2024-02-25,Toys,2,8
The worst product I have ever bought.,2024-06-04,Home & Garden,2,15
"Great quality, will buy again.",2023-08-28,Toys,2,0
I am very happy with this purchase.,2023-11-27,Health & Beauty,5,3
I am very happy with this purchase.,2023-09-24,Toys,5,5
The item arrived late and was damaged.,2024-03-14,Clothing,5,14
I am very happy with this purchase.,2024-01-01,Books,1,11
Will definitely buy from this seller again.,2024-04-15,Automotive,5,1
I am very happy with this purchase.,2024-06-24,Office Supplies,3,11
Will definitely buy from this seller again.,2023-11-20,Office Supplies,3,3
This product exceeded my expectations!,2024-06-09,Office Supplies,1,18
Terrible customer service.,2024-06-13,Clothing,3,8
The worst product I have ever bought.,2024-02-04,Health & Beauty,5,18
Will definitely buy from this seller again.,2024-03-19,Toys,4,6
"Great quality, will buy again.",2024-02-27,Home & Garden,5,4
I am very happy with this purchase.,2023-10-26,Toys,2,2
I am very happy with this purchase.,2023-10-07,Sports,2,10
The item arrived late and was damaged.,2024-07-14,Books,5,1
Not worth the money. Very disappointed.,2023-10-30,Home & Garden,3,6
Terrible customer service.,2024-07-12,Health & Beauty,1,10
Terrible customer service.,2024-06-04,Office Supplies,5,7
Will definitely buy from this seller again.,2024-06-29,Sports,2,18
Terrible customer service.,2023-12-01,Electronics,4,3
Terrible customer service.,2023-12-18,Electronics,4,9
Fantastic! Highly recommend.,2024-07-26,Toys,3,11
Will definitely buy from this seller again.,2024-06-10,Books,5,16
This product exceeded my expectations!,2024-02-29,Toys,2,4
The item arrived late and was damaged.,2023-11-20,Health & Beauty,4,15
Excellent value for money.,2023-10-05,Health & Beauty,1,8
Not worth the money. Very disappointed.,2024-02-05,Automotive,4,4
Terrible customer service.,2024-01-09,Home & Garden,1,2
Not worth the money. Very disappointed.,2023-11-29,Clothing,1,5
This product exceeded my expectations!,2023-08-16,Clothing,3,3
The worst product I have ever bought.,2024-03-29,Home & Garden,1,17
Fantastic! Highly recommend.,2024-01-18,Health & Beauty,2,1
I am very happy with this purchase.,2023-11-02,Electronics,1,8
The item arrived late and was damaged.,2023-08-18,Automotive,4,7
"Great quality, will buy again.",2023-11-06,Health & Beauty,5,10
This product exceeded my expectations!,2023-11-14,Office Supplies,1,1
"Great quality, will buy again.",2024-06-07,Sports,5,12
The worst product I have ever bought.,2023-11-13,Automotive,4,4
This product exceeded my expectations!,2024-03-14,Home & Garden,1,6
Not worth the money. Very disappointed.,2024-06-27,Health & Beauty,2,11
Not worth the money. Very disappointed.,2023-10-10,Toys,3,4
Excellent value for money.,2024-01-05,Electronics,5,5
Will definitely buy from this seller again.,2024-01-28,Automotive,1,8
Terrible customer service.,2024-08-10,Office Supplies,3,5
Not worth the money. Very disappointed.,2024-05-04,Automotive,4,3
Not worth the money. Very disappointed.,2024-08-07,Automotive,2,2
"Great quality, will buy again.",2024-04-24,Office Supplies,1,15
Excellent value for money.,2024-04-03,Sports,5,15
Will definitely buy from this seller again.,2024-01-07,Health & Beauty,4,13
Not worth the money. Very disappointed.,2024-03-31,Books,3,18
Excellent value for money.,2024-03-24,Office Supplies,4,18
Fantastic! Highly recommend.,2024-05-23,Toys,1,0
Terrible customer service.,2024-06-12,Electronics,4,6
Excellent value for money.,2024-05-30,Automotive,5,14
Excellent value for money.,2024-08-10,Office Supplies,4,6
"Great quality, will buy again.",2023-08-16,Electronics,4,14
The worst product I have ever bought.,2023-11-18,Books,2,18
I am very happy with this purchase.,2024-06-08,Books,2,6
Not worth the money. Very disappointed.,2024-05-22,Automotive,4,10
Will definitely buy from this seller again.,2023-11-15,Electronics,2,1
The item arrived late and was damaged.,2024-07-18,Automotive,5,20
I am very happy with this purchase.,2024-08-06,Home & Garden,3,19
Fantastic! Highly recommend.,2024-08-02,Health & Beauty,3,15
The item arrived late and was damaged.,2024-01-15,Electronics,4,6
Not worth the money. Very disappointed.,2024-03-28,Books,4,14
The worst product I have ever bought.,2024-07-20,Books,2,7
Excellent value for money.,2024-05-01,Sports,5,8
The item arrived late and was damaged.,2023-12-11,Office Supplies,4,19
Excellent value for money.,2024-06-25,Automotive,5,11
Not worth the money. Very disappointed.,2024-08-15,Clothing,1,4
Fantastic! Highly recommend.,2023-11-30,Sports,4,10
The worst product I have ever bought.,2024-01-28,Office Supplies,4,13
Terrible customer service.,2024-04-08,Electronics,4,17
Will definitely buy from this seller again.,2023-09-20,Home & Garden,5,1
"Great quality, will buy again.",2024-05-26,Automotive,3,1
Not worth the money. Very disappointed.,2024-06-19,Home & Garden,3,16
Excellent value for money.,2023-11-08,Toys,1,12
This product exceeded my expectations!,2023-11-12,Books,4,0
This product exceeded my expectations!,2024-07-03,Electronics,3,20
Not worth the money. Very disappointed.,2024-04-07,Books,2,1
"Great quality, will buy again.",2023-12-06,Health & Beauty,5,8
I am very happy with this purchase.,2024-03-13,Office Supplies,4,9
Fantastic! Highly recommend.,2024-04-21,Electronics,5,5
Terrible customer service.,2024-03-21,Clothing,4,3
Will definitely buy from this seller again.,2023-10-27,Books,3,15
"Great quality, will buy again.",2024-04-12,Clothing,5,5
"Great quality, will buy again.",2024-03-30,Office Supplies,3,13
Not worth the money. Very disappointed.,2024-07-21,Automotive,4,12
The item arrived late and was damaged.,2023-08-16,Office Supplies,5,9
I am very happy with this purchase.,2024-03-19,Home & Garden,1,5
Fantastic! Highly recommend.,2023-10-14,Office Supplies,2,15
Terrible customer service.,2023-08-20,Automotive,1,6
The worst product I have ever bought.,2024-03-06,Toys,3,20
The item arrived late and was damaged.,2024-06-27,Health & Beauty,3,0
Terrible customer service.,2024-03-20,Electronics,5,17
I am very happy with this purchase.,2023-11-19,Automotive,5,7
Excellent value for money.,2024-03-16,Books,4,10
I am very happy with this purchase.,2023-10-12,Home & Garden,5,20
Not worth the money. Very disappointed.,2024-03-24,Clothing,3,16
The worst product I have ever bought.,2023-12-03,Sports,3,7
I am very happy with this purchase.,2023-12-06,Sports,3,9
Excellent value for money.,2024-05-16,Electronics,4,14
This product exceeded my expectations!,2024-03-14,Automotive,2,17
I am very happy with this purchase.,2024-04-16,Office Supplies,3,0
Fantastic! Highly recommend.,2024-05-23,Electronics,2,2
Not worth the money. Very disappointed.,2023-10-07,Electronics,4,0
The item arrived late and was damaged.,2024-02-19,Health & Beauty,5,17
Excellent value for money.,2023-11-26,Health & Beauty,5,15
Excellent value for money.,2024-05-08,Books,1,0
The worst product I have ever bought.,2024-04-21,Health & Beauty,2,6
Excellent value for money.,2024-02-14,Sports,4,14
This product exceeded my expectations!,2024-04-01,Electronics,4,16
The item arrived late and was damaged.,2024-04-11,Automotive,3,20
"Great quality, will buy again.",2024-03-30,Books,2,13
This product exceeded my expectations!,2024-03-18,Clothing,2,11
Not worth the money. Very disappointed.,2023-09-11,Office Supplies,5,20
Not worth the money. Very disappointed.,2024-02-02,Clothing,1,14
Excellent value for money.,2024-01-23,Sports,4,14
Terrible customer service.,2024-03-31,Home & Garden,1,8
Not worth the money. Very disappointed.,2024-01-16,Office Supplies,5,10
The worst product I have ever bought.,2024-01-04,Toys,2,17
Not worth the money. Very disappointed.,2024-04-03,Automotive,4,6
"Great quality, will buy again.",2024-04-06,Sports,5,17
I am very happy with this purchase.,2024-08-07,Health & Beauty,1,10
The item arrived late and was damaged.,2023-09-23,Electronics,4,10
Fantastic! Highly recommend.,2023-10-03,Sports,4,5
The item arrived late and was damaged.,2024-04-08,Office Supplies,4,20
Not worth the money. Very disappointed.,2024-06-20,Books,4,6
Not worth the money. Very disappointed.,2024-06-17,Books,2,3
"Great quality, will buy again.",2024-02-29,Home & Garden,1,19
The item arrived late and was damaged.,2024-02-29,Office Supplies,5,15
Not worth the money. Very disappointed.,2024-08-10,Books,3,8
Will definitely buy from this seller again.,2024-06-19,Home & Garden,4,2
Excellent value for money.,2024-02-29,Office Supplies,2,12
Not worth the money. Very disappointed.,2024-04-03,Home & Garden,3,3
Excellent value for money.,2024-07-05,Sports,1,19
This product exceeded my expectations!,2023-10-11,Health & Beauty,3,5
"Great quality, will buy again.",2024-04-12,Health & Beauty,5,14
"Great quality, will buy again.",2024-02-21,Electronics,2,18
Not worth the money. Very disappointed.,2024-05-18,Clothing,1,13
Fantastic! Highly recommend.,2023-12-04,Electronics,5,7
Will definitely buy from this seller again.,2024-01-26,Health & Beauty,1,8
I am very happy with this purchase.,2023-11-25,Books,4,15
"Great quality, will buy again.",2023-11-12,Books,3,13
Terrible customer service.,2024-07-01,Health & Beauty,4,13
Fantastic! Highly recommend.,2024-01-12,Office Supplies,2,9
"Great quality, will buy again.",2023-08-21,Automotive,4,10
The item arrived late and was damaged.,2023-10-12,Books,1,0
"Great quality, will buy again.",2024-06-17,Sports,1,10
I am very happy with this purchase.,2024-07-24,Books,5,9
Fantastic! Highly recommend.,2024-06-20,Books,2,0
Not worth the money. Very disappointed.,2023-09-13,Clothing,2,13
The worst product I have ever bought.,2024-04-21,Home & Garden,2,14
The item arrived late and was damaged.,2023-11-07,Sports,4,0
Excellent value for money.,2023-12-04,Toys,3,13
Not worth the money. Very disappointed.,2024-07-18,Books,4,11
The item arrived late and was damaged.,2024-02-13,Books,1,6
Terrible customer service.,2024-07-06,Automotive,1,19
This product exceeded my expectations!,2024-06-15,Automotive,2,19
Excellent value for money.,2024-06-26,Electronics,4,17
Not worth the money. Very disappointed.,2023-10-20,Toys,5,1
Excellent value for money.,2024-06-18,Toys,5,1
The item arrived late and was damaged.,2023-12-06,Sports,3,14
Fantastic! Highly recommend.,2024-05-05,Books,4,20
This product exceeded my expectations!,2024-03-12,Office Supplies,4,19
Not worth the money. Very disappointed.,2023-10-14,Health & Beauty,1,20
Not worth the money. Very disappointed.,2024-01-21,Sports,3,9
"Great quality, will buy again.",2023-09-10,Toys,1,20
This product exceeded my expectations!,2024-01-07,Toys,1,0
Terrible customer service.,2024-02-17,Home & Garden,4,9
Fantastic! Highly recommend.,2023-10-06,Books,3,20
Terrible customer service.,2024-07-30,Electronics,4,5
Excellent value for money.,2024-06-28,Office Supplies,3,0
I am very happy with this purchase.,2024-06-11,Office Supplies,3,3
I am very happy with this purchase.,2024-02-29,Sports,1,12
Terrible customer service.,2023-11-13,Clothing,1,19
The worst product I have ever bought.,2024-03-16,Automotive,2,8
Not worth the money. Very disappointed.,2024-02-01,Health & Beauty,4,5
Not worth the money. Very disappointed.,2024-02-08,Automotive,4,10
The item arrived late and was damaged.,2023-09-07,Electronics,1,3
Excellent value for money.,2023-09-23,Office Supplies,3,0
"Great quality, will buy again.",2024-03-16,Automotive,2,11
Fantastic! Highly recommend.,2024-04-21,Clothing,4,14
Will definitely buy from this seller again.,2024-03-08,Clothing,5,7
Terrible customer service.,2024-01-01,Sports,3,10
"Great quality, will buy again.",2023-11-25,Home & Garden,5,2
Fantastic! Highly recommend.,2023-09-01,Electronics,4,9
The worst product I have ever bought.,2024-01-13,Clothing,5,5
Fantastic! Highly recommend.,2024-02-16,Clothing,3,20
The worst product I have ever bought.,2023-12-22,Toys,2,8
I am very happy with this purchase.,2024-04-04,Electronics,4,2
Fantastic! Highly recommend.,2024-04-08,Health & Beauty,5,20
Will definitely buy from this seller again.,2024-05-20,Electronics,4,9
This product exceeded my expectations!,2023-11-10,Sports,5,3
The item arrived late and was damaged.,2024-07-21,Health & Beauty,3,8
Excellent value for money.,2024-06-08,Books,3,12
Will definitely buy from this seller again.,2023-12-21,Health & Beauty,2,13
Excellent value for money.,2024-03-03,Electronics,1,3
The worst product I have ever bought.,2023-12-15,Home & Garden,4,13
Fantastic! Highly recommend.,2023-09-11,Clothing,2,4
This product exceeded my expectations!,2023-09-26,Home & Garden,3,19
Terrible customer service.,2023-10-02,Sports,4,9
This product exceeded my expectations!,2024-07-07,Sports,2,17
Excellent value for money.,2024-05-28,Sports,5,8
Fantastic! Highly recommend.,2024-02-08,Automotive,4,13
This product exceeded my expectations!,2024-05-07,Sports,5,12
Not worth the money. Very disappointed.,2023-10-11,Books,1,10
Will definitely buy from this seller again.,2024-03-23,Office Supplies,3,7
Terrible customer service.,2023-10-21,Health & Beauty,1,2
I am very happy with this purchase.,2023-09-06,Clothing,5,7
Excellent value for money.,2023-12-18,Office Supplies,2,13
