review_text,date,category,rating,helpful_votes
The item arrived late and was damaged.,2024-04-24,Clothing,5,20
Terrible customer service.,2024-05-12,Home & Garden,5,10
This product exceeded my expectations!,2024-02-04,Shipping,2,5
This product exceeded my expectations!,2024-05-13,Shipping,4,4
Will definitely buy from this seller again.,2024-07-28,Customer Service,1,10
Excellent value for money.,2023-12-11,Shipping,5,17
The item arrived late and was damaged.,2023-11-14,Electronics,1,3
Excellent value for money.,2024-03-17,Clothing,1,17
Excellent value for money.,2023-12-05,Shipping,4,14
The item arrived late and was damaged.,2024-01-05,Home & Garden,5,1
The item arrived late and was damaged.,2024-03-16,Home & Garden,2,14
The item arrived late and was damaged.,2023-11-23,Automotive,1,4
This product exceeded my expectations!,2024-06-30,Home & Garden,3,5
The worst product I have ever bought.,2024-05-25,Home & Garden,4,12
Not worth the money. Very disappointed.,2024-06-25,Automotive,1,17
Terrible customer service.,2023-08-27,Customer Service,5,2
This product exceeded my expectations!,2024-01-27,Clothing,1,2
I am very happy with this purchase.,2024-02-27,Automotive,2,15
I am very happy with this purchase.,2024-06-02,Clothing,1,2
Excellent value for money.,2024-06-11,Clothing,1,5
This product exceeded my expectations!,2023-11-20,Customer Service,4,8
"Great quality, will buy again.",2024-01-02,Home & Garden,4,15
Terrible customer service.,2023-09-29,Clothing,1,2
The item arrived late and was damaged.,2024-04-22,Automotive,4,10
The item arrived late and was damaged.,2023-12-20,Electronics,2,16
Fantastic! Highly recommend.,2023-08-15,Electronics,3,8
The worst product I have ever bought.,2023-12-11,Electronics,2,16
This product exceeded my expectations!,2024-02-10,Shipping,5,4
The worst product I have ever bought.,2024-06-08,Clothing,5,13
The item arrived late and was damaged.,2024-04-02,Shipping,4,15
Not worth the money. Very disappointed.,2024-06-30,Customer Service,5,8
Not worth the money. Very disappointed.,2024-02-13,Home & Garden,5,8
I am very happy with this purchase.,2024-06-17,Shipping,1,20
I am very happy with this purchase.,2024-05-13,Automotive,4,6
The item arrived late and was damaged.,2024-01-25,Automotive,4,9
Fantastic! Highly recommend.,2024-01-06,Automotive,3,0
Will definitely buy from this seller again.,2024-06-16,Electronics,5,0
The item arrived late and was damaged.,2023-12-21,Automotive,4,3
Fantastic! Highly recommend.,2024-06-21,Clothing,3,5
"Great quality, will buy again.",2023-10-14,Shipping,5,11
The item arrived late and was damaged.,2023-10-27,Electronics,5,2
The worst product I have ever bought.,2024-04-15,Customer Service,2,11
The worst product I have ever bought.,2024-05-14,Electronics,3,20
"Great quality, will buy again.",2023-12-15,Shipping,1,20
Terrible customer service.,2024-06-15,Electronics,5,20
The worst product I have ever bought.,2024-02-11,Electronics,5,8
The item arrived late and was damaged.,2023-09-26,Home & Garden,1,3
Terrible customer service.,2024-03-22,Electronics,4,16
Terrible customer service.,2024-06-16,Customer Service,5,16
This product exceeded my expectations!,2024-07-23,Home & Garden,2,7
Excellent value for money.,2024-05-24,Automotive,3,13
Not worth the money. Very disappointed.,2024-01-12,Home & Garden,2,16
Excellent value for money.,2023-11-04,Home & Garden,4,6
This product exceeded my expectations!,2023-12-11,Shipping,4,16
Will definitely buy from this seller again.,2024-07-09,Automotive,4,8
Excellent value for money.,2024-02-05,Home & Garden,3,3
The worst product I have ever bought.,2023-10-13,Electronics,2,0
Terrible customer service.,2023-08-20,Electronics,1,14
I am very happy with this purchase.,2023-11-03,Clothing,2,11
"Great quality, will buy again.",2023-11-24,Automotive,2,7
The item arrived late and was damaged.,2024-08-01,Automotive,4,5
Fantastic! Highly recommend.,2024-07-31,Clothing,5,6
The item arrived late and was damaged.,2024-06-18,Clothing,3,13
The worst product I have ever bought.,2023-10-08,Customer Service,3,14
I am very happy with this purchase.,2023-12-25,Home & Garden,4,12
The worst product I have ever bought.,2024-08-08,Electronics,5,1
"Great quality, will buy again.",2023-09-29,Electronics,1,11
I am very happy with this purchase.,2024-03-31,Customer Service,1,11
This product exceeded my expectations!,2024-04-04,Clothing,4,14
This product exceeded my expectations!,2024-06-17,Clothing,2,6
Fantastic! Highly recommend.,2024-01-29,Clothing,4,11
The item arrived late and was damaged.,2024-04-16,Shipping,3,12
I am very happy with this purchase.,2024-03-02,Clothing,3,11
The item arrived late and was damaged.,2024-03-09,Customer Service,3,19
"Great quality, will buy again.",2023-10-19,Shipping,3,12
This product exceeded my expectations!,2024-02-08,Customer Service,3,12
Fantastic! Highly recommend.,2023-10-11,Electronics,4,14
This product exceeded my expectations!,2024-06-12,Electronics,1,7
The item arrived late and was damaged.,2024-06-12,Electronics,5,20
Will definitely buy from this seller again.,2023-08-12,Shipping,2,19
The item arrived late and was damaged.,2023-09-10,Home & Garden,3,17
The worst product I have ever bought.,2024-06-16,Shipping,1,18
Fantastic! Highly recommend.,2024-02-19,Electronics,2,7
The worst product I have ever bought.,2023-10-31,Shipping,2,20
Fantastic! Highly recommend.,2023-12-30,Automotive,1,18
Fantastic! Highly recommend.,2024-03-02,Shipping,2,14
Not worth the money. Very disappointed.,2024-01-25,Automotive,3,3
Not worth the money. Very disappointed.,2023-10-07,Home & Garden,2,9
Not worth the money. Very disappointed.,2023-12-28,Shipping,5,15
Fantastic! Highly recommend.,2023-09-13,Shipping,4,20
"Great quality, will buy again.",2024-07-03,Home & Garden,3,5
Terrible customer service.,2024-01-06,Automotive,2,13
Will definitely buy from this seller again.,2023-10-19,Customer Service,5,6
The item arrived late and was damaged.,2023-08-26,Shipping,3,3
Excellent value for money.,2024-04-02,Clothing,3,10
Fantastic! Highly recommend.,2023-09-17,Home & Garden,5,7
The worst product I have ever bought.,2024-07-04,Shipping,4,10
Not worth the money. Very disappointed.,2024-02-05,Automotive,1,5
Not worth the money. Very disappointed.,2024-05-13,Automotive,1,20
"Great quality, will buy again.",2024-01-27,Shipping,4,18
I am very happy with this purchase.,2024-06-27,Customer Service,5,2
"Great quality, will buy again.",2024-07-23,Automotive,3,9
The worst product I have ever bought.,2024-05-03,Shipping,2,8
"Great quality, will buy again.",2024-04-14,Home & Garden,2,13
Excellent value for money.,2023-08-18,Electronics,5,6
The item arrived late and was damaged.,2023-09-05,Electronics,4,13
Fantastic! Highly recommend.,2024-05-06,Clothing,5,9
Terrible customer service.,2023-11-27,Shipping,1,12
The worst product I have ever bought.,2023-09-03,Automotive,4,10
Will definitely buy from this seller again.,2023-12-05,Automotive,4,16
The worst product I have ever bought.,2024-05-13,Automotive,4,12
I am very happy with this purchase.,2024-02-17,Shipping,3,16
Will definitely buy from this seller again.,2023-09-16,Home & Garden,4,20
Will definitely buy from this seller again.,2024-08-07,Electronics,4,15
The worst product I have ever bought.,2024-07-04,Shipping,5,15
The item arrived late and was damaged.,2023-12-25,Electronics,4,9
Will definitely buy from this seller again.,2024-04-09,Clothing,4,7
Terrible customer service.,2023-12-12,Shipping,4,9
Fantastic! Highly recommend.,2024-06-09,Shipping,3,0
The item arrived late and was damaged.,2023-11-08,Shipping,5,11
This product exceeded my expectations!,2023-09-02,Automotive,1,8
Not worth the money. Very disappointed.,2024-07-12,Home & Garden,1,15
The item arrived late and was damaged.,2023-10-25,Electronics,4,18
Fantastic! Highly recommend.,2023-09-12,Automotive,5,11
Not worth the money. Very disappointed.,2024-05-19,Customer Service,1,15
Terrible customer service.,2024-07-01,Automotive,4,6
Not worth the money. Very disappointed.,2024-04-03,Home & Garden,5,0
Terrible customer service.,2024-01-01,Electronics,2,4
Terrible customer service.,2023-12-09,Automotive,2,15
This product exceeded my expectations!,2024-05-28,Customer Service,4,11
This product exceeded my expectations!,2023-10-12,Automotive,4,14
Fantastic! Highly recommend.,2023-10-17,Automotive,3,14
Fantastic! Highly recommend.,2023-10-31,Automotive,2,7
Will definitely buy from this seller again.,2024-02-20,Home & Garden,4,9
Terrible customer service.,2023-10-21,Automotive,5,2
The worst product I have ever bought.,2024-06-09,Shipping,4,12
Will definitely buy from this seller again.,2023-08-28,Automotive,4,15
This product exceeded my expectations!,2023-10-26,Home & Garden,2,3
I am very happy with this purchase.,2023-09-23,Electronics,1,8
This product exceeded my expectations!,2023-10-08,Home & Garden,2,17
"Great quality, will buy again.",2024-07-01,Electronics,4,15
Excellent value for money.,2023-10-27,Automotive,4,15
The item arrived late and was damaged.,2024-05-09,Electronics,4,18
The worst product I have ever bought.,2023-12-08,Automotive,4,20
I am very happy with this purchase.,2023-10-28,Shipping,1,15
Excellent value for money.,2024-06-27,Home & Garden,2,3
This product exceeded my expectations!,2023-08-31,Home & Garden,2,19
Fantastic! Highly recommend.,2024-01-05,Electronics,5,7
I am very happy with this purchase.,2024-04-16,Home & Garden,1,12
Not worth the money. Very disappointed.,2023-12-07,Shipping,4,1
Excellent value for money.,2023-11-27,Automotive,1,14
Fantastic! Highly recommend.,2023-10-26,Electronics,2,4
This product exceeded my expectations!,2024-06-15,Clothing,4,4
Terrible customer service.,2023-12-08,Shipping,5,10
Terrible customer service.,2024-06-20,Clothing,3,17
Will definitely buy from this seller again.,2024-05-10,Shipping,4,19
Will definitely buy from this seller again.,2024-08-02,Customer Service,4,13
I am very happy with this purchase.,2024-01-19,Customer Service,4,5
Excellent value for money.,2024-06-13,Automotive,1,11
The worst product I have ever bought.,2023-10-25,Home & Garden,4,4
This product exceeded my expectations!,2024-01-09,Customer Service,5,20
Fantastic! Highly recommend.,2024-03-20,Automotive,1,16
This product exceeded my expectations!,2023-11-08,Automotive,2,20
This product exceeded my expectations!,2024-06-27,Home & Garden,5,7
I am very happy with this purchase.,2024-02-20,Home & Garden,1,16
The worst product I have ever bought.,2023-08-22,Shipping,5,10
I am very happy with this purchase.,2024-06-24,Clothing,5,9
Excellent value for money.,2023-10-18,Shipping,2,6
The worst product I have ever bought.,2024-06-05,Clothing,1,18
I am very happy with this purchase.,2023-11-16,Home & Garden,3,18
Will definitely buy from this seller again.,2024-04-15,Electronics,5,14
I am very happy with this purchase.,2024-02-13,Shipping,1,1
The item arrived late and was damaged.,2023-12-16,Home & Garden,3,2
Will definitely buy from this seller again.,2024-02-15,Electronics,1,7
I am very happy with this purchase.,2024-04-29,Home & Garden,2,6
Not worth the money. Very disappointed.,2024-06-15,Home & Garden,3,19
Terrible customer service.,2023-11-28,Electronics,4,6
The item arrived late and was damaged.,2023-10-03,Home & Garden,2,1
Not worth the money. Very disappointed.,2023-10-31,Home & Garden,2,2
The item arrived late and was damaged.,2023-12-07,Automotive,3,7
The worst product I have ever bought.,2024-01-21,Home & Garden,3,8
The worst product I have ever bought.,2023-12-02,Automotive,3,6
"Great quality, will buy again.",2023-11-06,Customer Service,2,15
"Great quality, will buy again.",2024-02-11,Shipping,5,19
Excellent value for money.,2024-01-28,Electronics,3,11
Will definitely buy from this seller again.,2023-10-29,Electronics,2,19
The item arrived late and was damaged.,2023-08-12,Electronics,2,19
I am very happy with this purchase.,2023-09-05,Home & Garden,4,11
Will definitely buy from this seller again.,2024-01-26,Automotive,4,6
Not worth the money. Very disappointed.,2024-02-11,Electronics,4,0
I am very happy with this purchase.,2024-02-20,Clothing,1,9
The worst product I have ever bought.,2024-07-21,Clothing,5,2
The item arrived late and was damaged.,2023-09-29,Automotive,1,7
The item arrived late and was damaged.,2023-12-13,Shipping,4,11
"Great quality, will buy again.",2024-01-14,Electronics,2,0
The worst product I have ever bought.,2023-12-21,Clothing,2,19
The item arrived late and was damaged.,2024-08-08,Automotive,4,12
The item arrived late and was damaged.,2024-01-11,Shipping,3,10
Not worth the money. Very disappointed.,2024-05-29,Shipping,4,3
Will definitely buy from this seller again.,2023-10-12,Clothing,3,13
Terrible customer service.,2023-08-27,Automotive,4,16
The item arrived late and was damaged.,2024-05-05,Home & Garden,2,0
I am very happy with this purchase.,2023-12-30,Automotive,5,17
I am very happy with this purchase.,2024-03-04,Electronics,5,2
Not worth the money. Very disappointed.,2023-12-09,Clothing,5,2
Not worth the money. Very disappointed.,2024-02-18,Customer Service,3,13
Will definitely buy from this seller again.,2024-08-02,Shipping,3,16
The worst product I have ever bought.,2023-09-04,Shipping,1,20
Excellent value for money.,2024-04-30,Customer Service,2,8
Excellent value for money.,2024-06-12,Automotive,1,11
The worst product I have ever bought.,2023-10-22,Clothing,5,4
"Great quality, will buy again.",2023-12-25,Home & Garden,3,2
The worst product I have ever bought.,2024-05-04,Home & Garden,3,18
The item arrived late and was damaged.,2024-04-03,Customer Service,3,8
Terrible customer service.,2023-11-29,Clothing,2,19
The item arrived late and was damaged.,2024-04-08,Automotive,1,0
Not worth the money. Very disappointed.,2024-04-04,Home & Garden,2,0
This product exceeded my expectations!,2023-12-15,Home & Garden,1,20
"Great quality, will buy again.",2024-03-05,Shipping,5,2
This product exceeded my expectations!,2024-02-07,Clothing,5,1
Will definitely buy from this seller again.,2024-01-28,Clothing,2,11
Will definitely buy from this seller again.,2024-05-19,Clothing,2,16
I am very happy with this purchase.,2024-05-26,Clothing,1,9
Not worth the money. Very disappointed.,2023-12-23,Automotive,5,1
Terrible customer service.,2024-04-25,Customer Service,2,3
Terrible customer service.,2024-07-30,Shipping,1,7
Will definitely buy from this seller again.,2023-11-10,Electronics,2,6
The item arrived late and was damaged.,2024-05-15,Home & Garden,1,3
Terrible customer service.,2024-06-02,Electronics,1,4
Terrible customer service.,2023-09-21,Customer Service,1,11
The worst product I have ever bought.,2023-09-28,Clothing,5,20
I am very happy with this purchase.,2023-12-20,Shipping,4,14
Fantastic! Highly recommend.,2023-09-27,Automotive,4,2
This product exceeded my expectations!,2023-12-31,Automotive,5,5
Will definitely buy from this seller again.,2024-07-19,Customer Service,4,14
Not worth the money. Very disappointed.,2024-01-14,Clothing,5,15
"Great quality, will buy again.",2023-09-01,Clothing,1,7
Excellent value for money.,2024-07-21,Customer Service,3,15
Terrible customer service.,2024-06-11,Customer Service,4,1
"Great quality, will buy again.",2024-06-14,Clothing,3,16
Terrible customer service.,2024-06-02,Home & Garden,4,19
This product exceeded my expectations!,2024-03-13,Electronics,5,4
The item arrived late and was damaged.,2023-11-26,Clothing,2,2
Excellent value for money.,2023-11-24,Customer Service,4,2
The item arrived late and was damaged.,2023-12-08,Clothing,4,4
Terrible customer service.,2023-11-07,Customer Service,4,5
The item arrived late and was damaged.,2024-04-13,Automotive,5,5
"Great quality, will buy again.",2024-02-10,Shipping,5,14
Terrible customer service.,2023-08-19,Automotive,3,4
Not worth the money. Very disappointed.,2023-12-28,Electronics,3,3
Not worth the money. Very disappointed.,2023-08-12,Customer Service,5,10
I am very happy with this purchase.,2023-09-04,Shipping,2,4
Will definitely buy from this seller again.,2024-03-19,Shipping,1,13
Excellent value for money.,2023-08-13,Clothing,4,6
Will definitely buy from this seller again.,2023-10-09,Electronics,2,18
Terrible customer service.,2023-10-01,Clothing,1,16
Terrible customer service.,2023-09-03,Customer Service,4,19
This product exceeded my expectations!,2024-07-20,Home & Garden,2,11
This product exceeded my expectations!,2023-09-03,Clothing,4,18
"Great quality, will buy again.",2024-02-21,Customer Service,5,10
"Great quality, will buy again.",2024-06-19,Customer Service,2,18
Fantastic! Highly recommend.,2023-10-18,Customer Service,3,2
The worst product I have ever bought.,2023-09-23,Home & Garden,2,5
I am very happy with this purchase.,2024-01-27,Shipping,2,5
I am very happy with this purchase.,2024-04-28,Shipping,2,17
Fantastic! Highly recommend.,2024-02-22,Automotive,2,6
Excellent value for money.,2024-04-01,Electronics,4,7
This product exceeded my expectations!,2024-01-13,Clothing,4,5
Fantastic! Highly recommend.,2023-08-18,Customer Service,4,0
This product exceeded my expectations!,2024-04-24,Clothing,5,0
The item arrived late and was damaged.,2024-03-17,Home & Garden,4,2
Excellent value for money.,2024-03-05,Home & Garden,1,12
Not worth the money. Very disappointed.,2024-08-03,Electronics,2,19
I am very happy with this purchase.,2023-10-30,Automotive,1,18
Fantastic! Highly recommend.,2024-02-10,Automotive,4,14
The worst product I have ever bought.,2023-11-15,Home & Garden,2,4
Fantastic! Highly recommend.,2024-04-30,Customer Service,2,20
Fantastic! Highly recommend.,2024-05-04,Electronics,1,8
Fantastic! Highly recommend.,2023-08-22,Customer Service,5,10
Will definitely buy from this seller again.,2024-03-22,Electronics,4,19
Will definitely buy from this seller again.,2023-09-05,Home & Garden,2,8
Terrible customer service.,2024-07-28,Electronics,3,16
I am very happy with this purchase.,2023-12-23,Clothing,3,14
This product exceeded my expectations!,2023-08-27,Electronics,1,14
"Great quality, will buy again.",2023-11-01,Electronics,5,5
Fantastic! Highly recommend.,2023-09-10,Home & Garden,5,9
I am very happy with this purchase.,2024-06-26,Clothing,4,14
Will definitely buy from this seller again.,2023-10-23,Electronics,5,0
Not worth the money. Very disappointed.,2024-04-05,Home & Garden,1,1
Terrible customer service.,2023-10-01,Electronics,2,9
Terrible customer service.,2024-07-07,Home & Garden,4,0
The item arrived late and was damaged.,2023-09-28,Customer Service,1,13
This product exceeded my expectations!,2023-11-14,Customer Service,2,16
"Great quality, will buy again.",2024-02-09,Home & Garden,4,3
Fantastic! Highly recommend.,2023-12-27,Clothing,5,13
The worst product I have ever bought.,2024-07-03,Automotive,5,17
I am very happy with this purchase.,2024-01-19,Shipping,2,18
Terrible customer service.,2024-03-23,Automotive,5,9
Fantastic! Highly recommend.,2024-07-13,Clothing,1,16
I am very happy with this purchase.,2023-10-11,Home & Garden,2,2
Will definitely buy from this seller again.,2024-05-21,Home & Garden,2,1
The worst product I have ever bought.,2023-10-02,Home & Garden,5,16
Not worth the money. Very disappointed.,2024-03-09,Shipping,5,10
The item arrived late and was damaged.,2023-11-28,Shipping,2,6
"Great quality, will buy again.",2024-06-25,Electronics,5,7
Not worth the money. Very disappointed.,2023-11-15,Clothing,3,1
"Great quality, will buy again.",2023-11-17,Clothing,2,4
Will definitely buy from this seller again.,2024-04-05,Home & Garden,1,18
Will definitely buy from this seller again.,2024-01-09,Customer Service,5,20
"Great quality, will buy again.",2024-05-04,Electronics,5,4
Fantastic! Highly recommend.,2023-08-29,Shipping,4,6
Fantastic! Highly recommend.,2024-05-21,Electronics,2,19
Terrible customer service.,2024-05-03,Automotive,3,12
Terrible customer service.,2024-06-17,Electronics,2,14
This product exceeded my expectations!,2023-12-24,Clothing,4,15
"Great quality, will buy again.",2024-07-05,Home & Garden,1,6
Excellent value for money.,2024-07-10,Shipping,3,10
Terrible customer service.,2024-03-28,Home & Garden,2,15
Terrible customer service.,2024-04-28,Automotive,4,19
Not worth the money. Very disappointed.,2024-07-16,Shipping,3,10
Excellent value for money.,2024-06-05,Automotive,3,0
Will definitely buy from this seller again.,2023-09-23,Home & Garden,1,3
The worst product I have ever bought.,2023-08-30,Automotive,2,16
Will definitely buy from this seller again.,2023-09-20,Clothing,4,15
The item arrived late and was damaged.,2024-07-31,Shipping,2,6
"Great quality, will buy again.",2024-05-12,Home & Garden,2,0
Not worth the money. Very disappointed.,2024-07-15,Customer Service,3,1
Excellent value for money.,2024-07-27,Clothing,3,11
I am very happy with this purchase.,2024-08-09,Automotive,1,16
Excellent value for money.,2023-08-24,Clothing,5,14
The worst product I have ever bought.,2024-02-09,Shipping,2,4
The item arrived late and was damaged.,2024-02-25,Electronics,2,1
Will definitely buy from this seller again.,2024-02-03,Customer Service,3,20
Terrible customer service.,2023-11-08,Clothing,5,16
Terrible customer service.,2024-02-25,Home & Garden,4,16
"Great quality, will buy again.",2023-11-08,Electronics,4,14
Fantastic! Highly recommend.,2024-07-31,Automotive,5,4
Not worth the money. Very disappointed.,2023-10-07,Automotive,5,12
Not worth the money. Very disappointed.,2023-12-11,Clothing,2,20
I am very happy with this purchase.,2024-02-09,Clothing,2,8
Terrible customer service.,2023-11-20,Home & Garden,3,16
"Great quality, will buy again.",2023-09-21,Clothing,5,4
Excellent value for money.,2023-12-21,Shipping,5,15
The worst product I have ever bought.,2024-01-24,Electronics,3,15
Terrible customer service.,2024-07-06,Customer Service,2,8
Not worth the money. Very disappointed.,2024-04-13,Home & Garden,1,6
This product exceeded my expectations!,2023-09-09,Shipping,5,18
Excellent value for money.,2023-10-18,Home & Garden,5,7
Will definitely buy from this seller again.,2023-11-23,Customer Service,3,12
I am very happy with this purchase.,2024-07-22,Shipping,2,9
This product exceeded my expectations!,2024-02-29,Shipping,1,4
Will definitely buy from this seller again.,2023-11-14,Customer Service,5,0
Terrible customer service.,2023-08-29,Customer Service,1,16
Fantastic! Highly recommend.,2023-11-07,Clothing,4,7
Terrible customer service.,2024-04-19,Shipping,4,6
"Great quality, will buy again.",2023-10-24,Automotive,3,14
Fantastic! Highly recommend.,2023-11-22,Shipping,3,17
Not worth the money. Very disappointed.,2024-01-02,Customer Service,5,8
Will definitely buy from this seller again.,2024-07-09,Home & Garden,5,7
The worst product I have ever bought.,2023-12-25,Automotive,5,4
Will definitely buy from this seller again.,2024-01-19,Home & Garden,4,0
Excellent value for money.,2024-06-03,Electronics,5,18
Will definitely buy from this seller again.,2023-11-10,Electronics,3,18
This product exceeded my expectations!,2024-02-17,Automotive,4,8
Excellent value for money.,2023-09-05,Home & Garden,5,17
The worst product I have ever bought.,2024-03-23,Shipping,1,19
Fantastic! Highly recommend.,2023-10-08,Electronics,2,12
This product exceeded my expectations!,2023-09-04,Home & Garden,2,0
Terrible customer service.,2023-10-09,Customer Service,2,20
Not worth the money. Very disappointed.,2023-09-08,Clothing,1,11
The item arrived late and was damaged.,2024-07-18,Electronics,2,20
I am very happy with this purchase.,2023-12-14,Clothing,4,18
The worst product I have ever bought.,2024-02-21,Clothing,3,6
Fantastic! Highly recommend.,2024-05-26,Electronics,1,13
I am very happy with this purchase.,2024-01-22,Electronics,3,12
Excellent value for money.,2024-04-27,Shipping,2,19
Fantastic! Highly recommend.,2024-05-05,Automotive,2,13
Not worth the money. Very disappointed.,2023-12-21,Automotive,3,8
Terrible customer service.,2024-06-09,Customer Service,2,20
"Great quality, will buy again.",2023-11-13,Electronics,1,13
Fantastic! Highly recommend.,2023-09-01,Electronics,3,2
I am very happy with this purchase.,2024-08-11,Electronics,1,9
This product exceeded my expectations!,2023-08-19,Home & Garden,1,8
Fantastic! Highly recommend.,2023-12-14,Customer Service,3,16
I am very happy with this purchase.,2024-06-17,Electronics,4,5
This product exceeded my expectations!,2024-02-29,Customer Service,4,16
I am very happy with this purchase.,2024-04-27,Clothing,1,15
Will definitely buy from this seller again.,2024-06-03,Shipping,4,18
I am very happy with this purchase.,2023-12-17,Shipping,5,12
The worst product I have ever bought.,2023-08-18,Home & Garden,1,9
I am very happy with this purchase.,2024-08-04,Home & Garden,1,17
Terrible customer service.,2023-11-25,Shipping,2,10
Excellent value for money.,2024-04-14,Home & Garden,5,5
Will definitely buy from this seller again.,2024-07-21,Automotive,4,3
This product exceeded my expectations!,2024-01-12,Electronics,5,11
Terrible customer service.,2024-07-13,Shipping,1,18
Not worth the money. Very disappointed.,2024-07-30,Automotive,2,6
Not worth the money. Very disappointed.,2024-01-23,Electronics,5,9
Excellent value for money.,2024-05-18,Electronics,3,17
Terrible customer service.,2023-09-03,Customer Service,2,7
Excellent value for money.,2023-12-11,Customer Service,2,19
Fantastic! Highly recommend.,2024-06-10,Electronics,4,17
Fantastic! Highly recommend.,2024-03-11,Customer Service,3,16
"Great quality, will buy again.",2024-03-07,Electronics,3,0
The worst product I have ever bought.,2024-01-18,Shipping,5,15
Will definitely buy from this seller again.,2023-09-27,Clothing,5,20
"Great quality, will buy again.",2024-04-15,Electronics,4,0
Not worth the money. Very disappointed.,2023-09-28,Automotive,5,2
Fantastic! Highly recommend.,2024-05-03,Shipping,5,13
Excellent value for money.,2024-05-07,Shipping,1,11
"Great quality, will buy again.",2023-11-16,Automotive,4,13
The item arrived late and was damaged.,2024-06-04,Clothing,1,20
The worst product I have ever bought.,2024-08-06,Automotive,5,13
The item arrived late and was damaged.,2024-04-05,Home & Garden,5,15
Fantastic! Highly recommend.,2024-05-05,Automotive,4,18
Excellent value for money.,2024-05-11,Home & Garden,1,12
Not worth the money. Very disappointed.,2023-09-01,Electronics,5,5
Will definitely buy from this seller again.,2024-01-04,Electronics,1,2
The worst product I have ever bought.,2024-01-07,Home & Garden,5,6
The worst product I have ever bought.,2024-04-08,Home & Garden,1,8
Fantastic! Highly recommend.,2024-05-08,Home & Garden,1,18
Excellent value for money.,2023-09-18,Electronics,2,9
This product exceeded my expectations!,2024-01-09,Automotive,1,8
The item arrived late and was damaged.,2024-05-05,Clothing,5,13
This product exceeded my expectations!,2024-03-03,Shipping,5,9
Excellent value for money.,2024-03-12,Home & Garden,2,0
"Great quality, will buy again.",2024-03-14,Electronics,1,15
Excellent value for money.,2024-06-24,Customer Service,4,8
I am very happy with this purchase.,2024-01-12,Automotive,1,16
The item arrived late and was damaged.,2023-11-11,Shipping,4,9
"Great quality, will buy again.",2023-11-21,Shipping,4,14
Fantastic! Highly recommend.,2024-08-03,Home & Garden,1,16
Not worth the money. Very disappointed.,2023-09-24,Electronics,4,15
Will definitely buy from this seller again.,2024-07-17,Home & Garden,4,7
The item arrived late and was damaged.,2024-07-19,Customer Service,4,16
Terrible customer service.,2024-01-15,Automotive,3,9
Not worth the money. Very disappointed.,2024-08-07,Shipping,2,7
Excellent value for money.,2024-01-02,Shipping,1,18
The item arrived late and was damaged.,2024-04-03,Electronics,1,17
"Great quality, will buy again.",2024-02-22,Customer Service,1,7
Will definitely buy from this seller again.,2023-09-19,Shipping,3,18
Will definitely buy from this seller again.,2024-01-08,Customer Service,5,3
Fantastic! Highly recommend.,2024-04-27,Automotive,5,18
"Great quality, will buy again.",2024-03-06,Customer Service,2,18
Excellent value for money.,2023-11-24,Shipping,2,4
"Great quality, will buy again.",2024-03-13,Home & Garden,5,10
Terrible customer service.,2023-11-01,Customer Service,5,10
The item arrived late and was damaged.,2023-09-01,Home & Garden,5,20
"Great quality, will buy again.",2024-06-20,Customer Service,4,6
"Great quality, will buy again.",2024-03-31,Clothing,5,4
Not worth the money. Very disappointed.,2023-08-29,Shipping,1,14
Will definitely buy from this seller again.,2024-02-02,Electronics,5,19
Fantastic! Highly recommend.,2023-09-01,Clothing,5,7
Not worth the money. Very disappointed.,2023-12-27,Automotive,3,13
Excellent value for money.,2023-09-22,Clothing,2,8
Terrible customer service.,2023-08-22,Home & Garden,4,14
Fantastic! Highly recommend.,2023-12-13,Automotive,2,7
The worst product I have ever bought.,2024-06-10,Customer Service,4,17
Not worth the money. Very disappointed.,2024-01-31,Electronics,5,9
Excellent value for money.,2023-08-30,Clothing,4,7
I am very happy with this purchase.,2024-08-01,Electronics,3,1
Terrible customer service.,2024-01-26,Home & Garden,5,19
Will definitely buy from this seller again.,2023-12-23,Shipping,1,20
"Great quality, will buy again.",2023-09-06,Shipping,4,2
Terrible customer service.,2023-12-15,Clothing,3,15
Excellent value for money.,2024-06-18,Home & Garden,5,4
Will definitely buy from this seller again.,2023-12-20,Home & Garden,3,13
The item arrived late and was damaged.,2024-06-13,Electronics,3,8
Fantastic! Highly recommend.,2024-07-01,Clothing,2,3
Excellent value for money.,2024-03-01,Customer Service,2,16
Will definitely buy from this seller again.,2024-06-28,Customer Service,5,3
Will definitely buy from this seller again.,2024-06-06,Customer Service,4,11
Excellent value for money.,2024-05-25,Automotive,5,9
The item arrived late and was damaged.,2024-02-24,Home & Garden,3,13
The item arrived late and was damaged.,2023-11-17,Clothing,5,15
Fantastic! Highly recommend.,2023-10-11,Shipping,5,14
The worst product I have ever bought.,2023-10-29,Customer Service,1,5
Terrible customer service.,2024-01-22,Home & Garden,2,9
Will definitely buy from this seller again.,2024-03-01,Customer Service,3,2
This product exceeded my expectations!,2023-11-12,Clothing,5,5
"Great quality, will buy again.",2024-02-25,Automotive,5,18
"Great quality, will buy again.",2024-07-18,Clothing,3,9
Not worth the money. Very disappointed.,2024-04-18,Automotive,2,19
Excellent value for money.,2023-12-20,Electronics,5,19
Excellent value for money.,2023-12-27,Shipping,2,10
This product exceeded my expectations!,2023-11-06,Home & Garden,3,19
Excellent value for money.,2023-11-04,Home & Garden,4,3
